epoch,train_loss,train_acc,train_macro_f1,val_loss,val_acc,val_macro_f1
1,0.7890040101943078,0.45584415584415583,0.39132644043831744,1.1696449200312296,0.3515151515151515,0.3474093140759808
2,0.6970966480769121,0.4831168831168831,0.4348997321558297,1.0221149639649825,0.5393939393939394,0.5025729385227488
3,0.7164885260842063,0.4987012987012987,0.470694622735701,0.8865912899826512,0.5515151515151515,0.4996298131822681
4,0.6360035041709999,0.5038961038961038,0.4554633237276937,0.8429597580071652,0.6181818181818182,0.579797111827187
5,0.6335886750128362,0.561038961038961,0.5355848161032765,1.0485612150394554,0.4303030303030303,0.4071607285957602
