epoch,train_loss,train_acc,train_macro_f1,val_loss,val_acc,val_macro_f1
1,0.7384422847202846,0.3948051948051948,0.3065340404485348,1.0862763943094196,0.3939393939393939,0.3577891591976099
2,0.4660456802937892,0.7,0.6863624061488619,0.7880286260084672,0.6,0.5797493399832581
3,0.3891750475028893,0.7909090909090909,0.7873094778269781,0.6173246470364657,0.7333333333333333,0.7107692307692308
4,0.3119875222057491,0.7935064935064935,0.7904359220185988,0.5250590761502584,0.8,0.7833225875779067
5,0.26879871441172315,0.8376623376623377,0.8337082553776632,0.5235304283373283,0.7818181818181819,0.7506753426008084
